flags,utterance,category,intent,intent_encoded,category_encoded
BIP,would it be possible to leave a review?,FEEDBACK,review,22,4
BK,getting refund of money,REFUND,get_refund,16,9
BI,how can I take a quick look at the invoice from last month?,INVOICE,check_invoice,4,5
BIM,can you help me to report payment issues?,PAYMENT,payment_issue,18,8
B,I need assistance checking the invoice from last month,INVOICE,check_invoice,4,5
BCILQZ,need to check the cancllation penalty how do i do it,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,customer service working hours,CONTACT,contact_customer_service,8,2
BI,can you tell me more about a forgotten password?,ACCOUNT,recover_password,20,0
BI,can you help me to talk to an agent?,CONTACT,contact_human_agent,9,2
BM,I want assistance solving issues with payment,PAYMENT,payment_issue,18,8
BLZ,help me seeing what payment methods areavailable,PAYMENT,check_payment_methods,5,8
BL,I don't know what to do to cancel a standard account,ACCOUNT,delete_account,11,0
BI,what do I need to do to track my last order?,ORDER,track_order,25,7
BIM,where can I find information about user account deletions?,ACCOUNT,delete_account,11,0
BELQ,i do not know what i have to do to switch to my new profile,ACCOUNT,switch_account,24,0
B,I can't pay for an order I have made,ORDER,cancel_order,0,7
BI,where to make an order?,ORDER,place_order,19,7
B,I need information about the options for delivery,DELIVERY,delivery_options,12,3
BIP,could you show me how long the delivery takes?,DELIVERY,delivery_period,13,3
B,assistance to check the options for delivery,DELIVERY,delivery_options,12,3
BE,I do not know what I need to do to get a refund,REFUND,get_refund,16,9
BE,I do not know how to make a purchase,ORDER,place_order,19,7
B,I have to check in what cases can I ask for refunds,REFUND,check_refund_policy,6,9
BI,how to set up another shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BM,I don't know what I need to do to get refunds,REFUND,get_refund,16,9
B,I want assistance to delete an account,ACCOUNT,delete_account,11,0
B,tell me at what time customer service available is,CONTACT,contact_customer_service,8,2
B,I don't know how to track the last order,ORDER,track_order,25,7
BLPQ,i dont know how i could make a reclamation,FEEDBACK,complaint,7,4
BLW,I need assistance seeing the fucking early exit fee,CANCELLATION_FEE,check_cancellation_fee,3,1
BIP,could I submit some feedback for a service?,FEEDBACK,review,22,4
B,change my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BL,I have a problem with my account sign-up,ACCOUNT,registration_problems,21,0
B,I need assistance to recover my password,ACCOUNT,recover_password,20,0
BE,I do not know how to set up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I want to know about changing my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BI,how to check at what time I can contact customer service?,CONTACT,contact_customer_service,8,2
B,help me change my shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
BEP,I do not know how I could delete the account,ACCOUNT,delete_account,11,0
BL,help to file a consumer claim against your company,FEEDBACK,complaint,7,4
BIP,would it be possible to track my last order?,ORDER,track_order,25,7
BL,help me opening another online account for my mother,ACCOUNT,create_account,10,0
B,make a purchase,ORDER,place_order,19,7
BL,assistance cancelling my subscription to the newsletter,NEWSLETTER,newsletter_subscription,17,6
BM,I need help to check the invoices from May,INVOICE,check_invoice,4,5
B,help me to switch user,ACCOUNT,switch_account,24,0
B,help me buy something,ORDER,place_order,19,7
B,assistance making an order,ORDER,place_order,19,7
BIM,how to find my invoices?,INVOICE,check_invoice,4,5
B,I want assistance getting my money back,REFUND,get_refund,16,9
BP,I would like to cancel my last order,ORDER,cancel_order,0,7
B,I demand a refund,REFUND,get_refund,16,9
BILQW,can ya help me change to a different goddamn user profile,ACCOUNT,switch_account,24,0
B,I want help to cancel my last order,ORDER,cancel_order,0,7
BI,where can I switch to another account?,ACCOUNT,switch_account,24,0
BLQ,want assistance to see what payment methods are accepted,PAYMENT,check_payment_methods,5,8
B,I have to check what payment methods you accept,PAYMENT,check_payment_methods,5,8
B,I want help to get the invoice from last month,INVOICE,get_invoice,15,5
BLQ,need help correcting the info included on my account,ACCOUNT,edit_account,14,0
BIP,could you help me subscribing to your company newsletter?,NEWSLETTER,newsletter_subscription,17,6
BIM,can you help me check what options for delivery I have?,DELIVERY,delivery_options,12,3
BELQ,i do not know how i can modify my user account,ACCOUNT,edit_account,14,0
BELQ,i do not know how to talk with someone,CONTACT,contact_human_agent,9,2
BI,how can I add something?,ORDER,change_order,1,7
BM,I need assistance to report payment issues,PAYMENT,payment_issue,18,8
BIMP,could you show me what delivery options are available?,DELIVERY,delivery_options,12,3
BIL,how do I list your payment options?,PAYMENT,check_payment_methods,5,8
BP,I don't know how I could talk to an agent,CONTACT,contact_human_agent,9,2
BI,where to report a registration issue?,ACCOUNT,registration_problems,21,0
B,I don't know how I can buy something,ORDER,place_order,19,7
BE,I do not know what I need to do to make a purchase,ORDER,place_order,19,7
BLQ,I'm trying to check the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee,3,1
BI,where can I find the invoice from last month?,INVOICE,check_invoice,4,5
BL,I try to contact a live agent,CONTACT,contact_human_agent,9,2
BIL,can I make a complaint against your business?,FEEDBACK,complaint,7,4
BI,do you have a section to submit some feedback?,FEEDBACK,review,22,4
B,assistance to set a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,assistance to take a quick look at the invoice,INVOICE,check_invoice,4,5
BCILQ,"I want to change my personal info, how can I do it?",ACCOUNT,edit_account,14,0
BE,I do not know what I have to do to file a complaint,FEEDBACK,complaint,7,4
B,I have got to set up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BIP,could I check the status of the refund?,REFUND,track_refund,26,9
B,I need help checking the status of my refund,REFUND,track_refund,26,9
BIP,where could I check your money back policy?,REFUND,check_refund_policy,6,9
B,I need assistance to check how long refunds take,REFUND,check_refund_policy,6,9
B,I need to check the refund status,REFUND,track_refund,26,9
BIP,could you help me submit some feedback for your company?,FEEDBACK,review,22,4
B,I want assistance canceling an order,ORDER,cancel_order,0,7
BM,I want to get the invoices from last month,INVOICE,get_invoice,15,5
BP,I would like to know more about the delivery options,DELIVERY,delivery_options,12,3
BILQ,can ya give me information about my premium account deletion,ACCOUNT,delete_account,11,0
BI,how can I get a refund?,REFUND,get_refund,16,9
BI,where to check the invoice?,INVOICE,check_invoice,4,5
BIP,could you help me get a refund?,REFUND,get_refund,16,9
B,I have got to remove something,ORDER,change_order,1,7
BLQ,i dont know what i need to do to close the account,ACCOUNT,delete_account,11,0
B,I have to delete my account,ACCOUNT,delete_account,11,0
BI,what do I have to do to track an order?,ORDER,track_order,25,7
B,I need assistance buying something,ORDER,place_order,19,7
B,I have to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
B,I don't know how to cancel an order I have made,ORDER,cancel_order,0,7
BI,how to get the invoice from March?,INVOICE,get_invoice,15,5
BI,where do I check the status of the refund?,REFUND,track_refund,26,9
BILQ,where to file a customer complaint against ur business,FEEDBACK,complaint,7,4
BIL,can you tell me your payment methods?,PAYMENT,check_payment_methods,5,8
BI,how do I edit the information on my account?,ACCOUNT,edit_account,14,0
BI,can you help me to submit some feedback for your company?,FEEDBACK,review,22,4
BLQ,want help checking ur available payment options,PAYMENT,check_payment_methods,5,8
BIP,how could I get information about cancelling an order?,ORDER,cancel_order,0,7
B,help me leave a review for your company,FEEDBACK,review,22,4
BLQ,want assistance seeing the withdrawal fee,CANCELLATION_FEE,check_cancellation_fee,3,1
B,I don't know what I have to do to contact customer service,CONTACT,contact_customer_service,8,2
BELQZ,i cannot unsubscribbe from ur company newsletter,NEWSLETTER,newsletter_subscription,17,6
BI,what do I have to do to delete an account?,ACCOUNT,delete_account,11,0
BLQZ,i need help canceling  the secondary account,ACCOUNT,delete_account,11,0
BI,how can I leave a review for your company?,FEEDBACK,review,22,4
BILQ,can uhelp me to contact someone,CONTACT,contact_human_agent,9,2
BIL,where can I make a consumer complaint against your company?,FEEDBACK,complaint,7,4
B,I want help to track my order,ORDER,track_order,25,7
BI,can you help me tracking my order?,ORDER,track_order,25,7
BP,I would like to know about delivery periods,DELIVERY,delivery_period,13,3
B,assistance finding my invoice,INVOICE,check_invoice,4,5
BIP,could you help me changing my shipping address?,SHIPPING_ADDRESS,change_shipping_address,2,10
B,I don't know what I need to do to edit my account,ACCOUNT,edit_account,14,0
BM,I have to check what delivery options I can choose,DELIVERY,delivery_options,12,3
BMP,I would like to find the invoices from last month,INVOICE,check_invoice,4,5
BI,can you show me how long refunds usually take?,REFUND,check_refund_policy,6,9
B,I have a problem with cancelling my order,ORDER,cancel_order,0,7
BIP,could I get the invoice from July?,INVOICE,get_invoice,15,5
BM,I don't know what I have to do to report payment issues,PAYMENT,payment_issue,18,8
BLQZ,need help reporting a sign-up  problem,ACCOUNT,registration_problems,21,0
B,help setting up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I want assistance reporting an issue with payment,PAYMENT,payment_issue,18,8
BE,I do not know how I can track the last order,ORDER,track_order,25,7
BIM,can I check if there is any updates on my refund?,REFUND,track_refund,26,9
BIL,is it possible to switch to a new profile?,ACCOUNT,switch_account,24,0
BLMQ,want assistance seeing the termination penalties,CANCELLATION_FEE,check_cancellation_fee,3,1
B,help me talk to an agent,CONTACT,contact_human_agent,9,2
BM,I need to report an issue with payments,PAYMENT,payment_issue,18,8
BI,how do I subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription,17,6
BIP,could you help me check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,I have issues trying to register,ACCOUNT,registration_problems,21,0
B,help me checking how soon can I expect the item,DELIVERY,delivery_period,13,3
BLQ,i want help to file a consumer complaint,FEEDBACK,complaint,7,4
BIP,how could I cancel the last order I have made?,ORDER,cancel_order,0,7
BIM,where to report payment issues?,PAYMENT,payment_issue,18,8
BE,I do not know what I have to do to track the refund,REFUND,track_refund,26,9
BL,I want help opening another online account,ACCOUNT,create_account,10,0
BLM,I have to correct the details on my user profile,ACCOUNT,edit_account,14,0
BILQ,what do i need to do to change my personal information,ACCOUNT,edit_account,14,0
BLQ,need help to inform of a signup problem,ACCOUNT,registration_problems,21,0
BLQZ,need to speak with an human agent,CONTACT,contact_human_agent,9,2
B,I want help to check the options for delivery,DELIVERY,delivery_options,12,3
BIP,could you help me leave a review for your company?,FEEDBACK,review,22,4
BI,how can I report a registration issue?,ACCOUNT,registration_problems,21,0
BIMP,could you show me what delivery options you offer?,DELIVERY,delivery_options,12,3
BL,I want assistance deleting the user account,ACCOUNT,delete_account,11,0
BIM,can you show me what options for delivery I have?,DELIVERY,delivery_options,12,3
BM,forgotten passwords,ACCOUNT,recover_password,20,0
B,I have got to check how long refunds usually take,REFUND,check_refund_policy,6,9
BIP,could you help me recovering my password?,ACCOUNT,recover_password,20,0
B,I want to delete my account,ACCOUNT,delete_account,11,0
BILW,what do I have to do to list the fucking payment methods?,PAYMENT,check_payment_methods,5,8
B,help me checking my refund status,REFUND,track_refund,26,9
BL,I want assistance to lodge a claim against your business,FEEDBACK,complaint,7,4
BEL,I do not know what to do to receive the corporate newsletter,NEWSLETTER,newsletter_subscription,17,6
B,I want information about changing an order,ORDER,change_order,1,7
B,subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
BM,I have got to find the invoices,INVOICE,check_invoice,4,5
B,I want a refund,REFUND,get_refund,16,9
BM,help buying a few of your item,ORDER,place_order,19,7
BKM,checking invoices from two purchases ago,INVOICE,check_invoice,4,5
BM,I don't know how I can check what delivery options you offer,DELIVERY,delivery_options,12,3
BIM,where do I check what delivery options I have?,DELIVERY,delivery_options,12,3
BILQW,can utell me more about my bloody newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
BLQ,i need help to create a different basic account,ACCOUNT,create_account,10,0
BM,help checking what delivery options I have,DELIVERY,delivery_options,12,3
BI,where do I submit some feedback for your company?,FEEDBACK,review,22,4
BE,I do not know what to do to report a payment issue,PAYMENT,payment_issue,18,8
B,help canceling an order,ORDER,cancel_order,0,7
BILZ,where to cjeck the early exit fee?,CANCELLATION_FEE,check_cancellation_fee,3,1
BCEL,"I do not have an online account yet, help me create one",ACCOUNT,create_account,10,0
BI,how to make a purchase?,ORDER,place_order,19,7
BI,what do I need to do to switch to another account?,ACCOUNT,switch_account,24,0
BI,in what cases can I ask for refunds?,REFUND,check_refund_policy,6,9
B,I demand a refund of money,REFUND,get_refund,16,9
B,help me to leave a review for your services,FEEDBACK,review,22,4
BLZ,I want ot update the address,SHIPPING_ADDRESS,change_shipping_address,2,10
B,help me to switch to another account,ACCOUNT,switch_account,24,0
BI,how to submit some feedback for your company?,FEEDBACK,review,22,4
BM,I want to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,I want assistance to get refunds of money,REFUND,get_refund,16,9
B,I try to talk to an agent,CONTACT,contact_human_agent,9,2
BI,where can I leave a review for a service?,FEEDBACK,review,22,4
BIP,how could I find the invoice from last month?,INVOICE,check_invoice,4,5
BI,how do I submit some feedback for your company?,FEEDBACK,review,22,4
BIL,can you help me unsubscribing from the newsletter?,NEWSLETTER,newsletter_subscription,17,6
BLQ,have a question about my forgotten pass,ACCOUNT,recover_password,20,0
BL,I need help filing a reclamation against your company,FEEDBACK,complaint,7,4
BELQ,i do not know how i can check the withdrawal charge,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,I want assistance checking the invoices from last month,INVOICE,check_invoice,4,5
BEP,I do not know how I could check your allowed payment methods,PAYMENT,check_payment_methods,5,8
BL,I have got to cancel my corporate newsletter subscription,NEWSLETTER,newsletter_subscription,17,6
BM,assistance to take a quick look at the invoices,INVOICE,check_invoice,4,5
B,I need help changing my order,ORDER,change_order,1,7
B,I don't know how to cancel an order,ORDER,cancel_order,0,7
B,I don't want an order I have made,ORDER,cancel_order,0,7
B,I want help checking what payment methods are available,PAYMENT,check_payment_methods,5,8
BP,I would like to remove something,ORDER,change_order,1,7
BIM,what do I have to do to report payment issues?,PAYMENT,payment_issue,18,8
BEM,I do not know how to get the invoices from last month,INVOICE,get_invoice,15,5
B,I want assistance reporting a registration issue,ACCOUNT,registration_problems,21,0
BIM,where do I buy some items?,ORDER,place_order,19,7
BM,I need assistance to get the invoices from 2 purchases ago,INVOICE,get_invoice,15,5
BL,I have a question about the online sign-up,ACCOUNT,registration_problems,21,0
BIM,what do I have to do to report an issue with payments?,PAYMENT,payment_issue,18,8
BI,what do I need to do to set up another shipping address?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I want to check what hours I can contact customer service,CONTACT,contact_customer_service,8,2
B,I want help to check how long refunds usually take,REFUND,check_refund_policy,6,9
BM,I need to check if there is any updates on my refund,REFUND,track_refund,26,9
BI,what do I need to do to use another account?,ACCOUNT,switch_account,24,0
B,I don't know what I have to do to switch user,ACCOUNT,switch_account,24,0
BIP,where could I check how soon can I expect the delivery?,DELIVERY,delivery_period,13,3
BELMQ,i cannot inform of signup errors,ACCOUNT,registration_problems,21,0
BM,assistance to check what delivery options are available,DELIVERY,delivery_options,12,3
B,help me to set up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,help me check my refund status,REFUND,track_refund,26,9
BI,can I check how soon can I expect the item?,DELIVERY,delivery_period,13,3
B,help me check how soon can I expect the delivery,DELIVERY,delivery_period,13,3
B,I need help with a shipping address change,SHIPPING_ADDRESS,change_shipping_address,2,10
BI,where can I file a complaint against your business?,FEEDBACK,complaint,7,4
B,I don't know what to do to change the shipping address,SHIPPING_ADDRESS,change_shipping_address,2,10
B,I want to register,ACCOUNT,create_account,10,0
B,I have a question about canceling the last order,ORDER,cancel_order,0,7
BILP,could I file a customer reclamation?,FEEDBACK,complaint,7,4
BP,I would like to buy something,ORDER,place_order,19,7
BM,I don't know what I need to do to buy several of your item,ORDER,place_order,19,7
BILZ,what do I have to do to correct my personla information?,ACCOUNT,edit_account,14,0
B,I need assistance to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,3,1
BILQZ,how to make an claim against ur business,FEEDBACK,complaint,7,4
B,I need assistance tracking the last order,ORDER,track_order,25,7
B,I need assistance checking the delivery options,DELIVERY,delivery_options,12,3
BIM,how to check the invoice from three months ago?,INVOICE,check_invoice,4,5
B,I need to edit the information on my account,ACCOUNT,edit_account,14,0
BIM,what are the charges for breaking the contract?,CANCELLATION_FEE,check_cancellation_fee,3,1
B,I have a problem with the delivery options,DELIVERY,delivery_options,12,3
BIP,could you help me removing something?,ORDER,change_order,1,7
BE,I am looking for information about a password recovery,ACCOUNT,recover_password,20,0
BIMP,where could I find the invoices from three months ago?,INVOICE,check_invoice,4,5
B,I need to find the invoice from December,INVOICE,check_invoice,4,5
BM,I don't know what I have to do to get refunds,REFUND,get_refund,16,9
BLM,I can't find the termination charges,CANCELLATION_FEE,check_cancellation_fee,3,1
BL,help me opening an account,ACCOUNT,create_account,10,0
B,give me information about a password recovery,ACCOUNT,recover_password,20,0
BM,help me to check what options for delivery you offer,DELIVERY,delivery_options,12,3
BIM,what options for delivery are available?,DELIVERY,delivery_options,12,3
BLM,see the early termination fees,CANCELLATION_FEE,check_cancellation_fee,3,1
BLMZ,I have troubles with our online signmup,ACCOUNT,registration_problems,21,0
BIP,could you help me checking your refund policy?,REFUND,check_refund_policy,6,9
BI,is there a section to submit some feedback for your company?,FEEDBACK,review,22,4
BIP,could I edit my personal information?,ACCOUNT,edit_account,14,0
BLQ,i need help changing to a different user account,ACCOUNT,switch_account,24,0
BLQ,need assistance reporting a sign-up error,ACCOUNT,registration_problems,21,0
BE,I do not know how I can report an issue with payment,PAYMENT,payment_issue,18,8
BIP,would it be possible to check how long refunds take?,REFUND,check_refund_policy,6,9
B,assistance to recover my password,ACCOUNT,recover_password,20,0
BK,make purchase,ORDER,place_order,19,7
B,I want assistance to track the last order,ORDER,track_order,25,7
B,I try to contact customer service,CONTACT,contact_customer_service,8,2
BILQ,what do i need to do to sign up,ACCOUNT,create_account,10,0
BI,can you help me reporting a registration issue?,ACCOUNT,registration_problems,21,0
BM,help me buy several of your item,ORDER,place_order,19,7
BE,I do not know how to cancel the last order I have made,ORDER,cancel_order,0,7
B,I want assistance contacting an agent,CONTACT,contact_human_agent,9,2
BI,can you give me information about a user account deletion?,ACCOUNT,delete_account,11,0
BIP,will you show me in what cases can I ask to be refunded?,REFUND,check_refund_policy,6,9
B,I want to get my money back,REFUND,get_refund,16,9
BL,I need assistance using another profile,ACCOUNT,switch_account,24,0
BIP,could I submit some feedback for your company?,FEEDBACK,review,22,4
B,I need help to recover my password,ACCOUNT,recover_password,20,0
B,I want assistance to track the refund,REFUND,track_refund,26,9
BIP,could you help me to track an order?,ORDER,track_order,25,7
B,I don't know what I have to do to create an account,ACCOUNT,create_account,10,0
BL,help me unsubscribing to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
BL,I call to file a consumer complaint,FEEDBACK,complaint,7,4
BIMP,could you help me find the invoice from six months ago?,INVOICE,check_invoice,4,5
B,information about a password recovery,ACCOUNT,recover_password,20,0
B,help to check in what cases can I ask for a refund,REFUND,check_refund_policy,6,9
B,help me to delete my account,ACCOUNT,delete_account,11,0
B,I need assistance getting a refund,REFUND,get_refund,16,9
BM,I need assistance to check what options for delivery I have,DELIVERY,delivery_options,12,3
BI,in what cases can I ask for a refund?,REFUND,check_refund_policy,6,9
BP,I don't know how I could check when will my item arrive,DELIVERY,delivery_period,13,3
BILM,what do I have to do to inform of signup problems?,ACCOUNT,registration_problems,21,0
BM,I need assistance buying some of your item,ORDER,place_order,19,7
B,I need help tracking my last order,ORDER,track_order,25,7
BI,do you have a number to contact customer service?,CONTACT,contact_customer_service,8,2
BIMP,could you help me checking the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,I try to get refunds,REFUND,get_refund,16,9
BELZ,I do not know howI can change to a different account,ACCOUNT,switch_account,24,0
BIM,where do I get refunds of money?,REFUND,get_refund,16,9
BE,I do not know how to edit the information on my account,ACCOUNT,edit_account,14,0
BE,I do not know what I need to do to track the last order,ORDER,track_order,25,7
BIP,where could I check when my delivery is going to arrive?,DELIVERY,delivery_period,13,3
BIMP,how could I find the invoices from last month?,INVOICE,check_invoice,4,5
B,I want help to check the refund status,REFUND,track_refund,26,9
B,I have got to check the status of my order,ORDER,track_order,25,7
BIP,could I file a complaint?,FEEDBACK,complaint,7,4
BK,reporting issue with payment,PAYMENT,payment_issue,18,8
B,help me set another shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,I need help to check how soon can I expect the item,DELIVERY,delivery_period,13,3
BIP,could you help me to get my invoice?,INVOICE,get_invoice,15,5
BI,can you help me submitting some feedback for your company?,FEEDBACK,review,22,4
B,I try to remove something from an order,ORDER,change_order,1,7
BI,where can I check your allowed payment methods?,PAYMENT,check_payment_methods,5,8
BIP,could you help me deleting an account?,ACCOUNT,delete_account,11,0
B,customer service number,CONTACT,contact_customer_service,8,2
B,I want help setting a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BM,help me to buy several of your item,ORDER,place_order,19,7
B,I have got to set up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,assistance to register,ACCOUNT,create_account,10,0
BILM,what do I have to do to correct the personal details?,ACCOUNT,edit_account,14,0
BLQZ,i want assistance checking the early  exit fee,CANCELLATION_FEE,check_cancellation_fee,3,1
B,I want help checking my order ETA,ORDER,track_order,25,7
B,assistance to check how long refunds take,REFUND,check_refund_policy,6,9
B,show me in what cases can I ask for refunds,REFUND,check_refund_policy,6,9
BLQ,need help checking at what time I can call customer support,CONTACT,contact_customer_service,8,2
BI,where can I submit some feedback?,FEEDBACK,review,22,4
B,I need assistance switching to another account,ACCOUNT,switch_account,24,0
BL,cancel my subscription to your company newsletter,NEWSLETTER,newsletter_subscription,17,6
B,I am trying to check when my delivery is going to arrive,DELIVERY,delivery_period,13,3
BE,I do not know how to contact customer service,CONTACT,contact_customer_service,8,2
B,I call to leave a review,FEEDBACK,review,22,4
BI,how to change an order?,ORDER,change_order,1,7
BM,assistance to get the invoice from 3 purchases ago,INVOICE,get_invoice,15,5
B,tell me more about a password recovery,ACCOUNT,recover_password,20,0
BIP,could you show me what hours customer service available is?,CONTACT,contact_customer_service,8,2
BKL,allowed payment options,PAYMENT,check_payment_methods,5,8
BIMP,could you help me to get refunds of money?,REFUND,get_refund,16,9
B,I have got to track the refund,REFUND,track_refund,26,9
B,help to check what hours I can contact customer service,CONTACT,contact_customer_service,8,2
BI,is there a section to submit a review for your company?,FEEDBACK,review,22,4
B,I have a question about my registration,ACCOUNT,registration_problems,21,0
BM,I need assistance reporting an issue with payments,PAYMENT,payment_issue,18,8
BLMQW,i try to report goddamn registration errors,ACCOUNT,registration_problems,21,0
BEP,I do not know how I could set up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,question about a forgotten password,ACCOUNT,recover_password,20,0
BM,I want assistance to buy several of your item,ORDER,place_order,19,7
BIP,where could I find information about a password recovery?,ACCOUNT,recover_password,20,0
B,assistance canceling the order I made,ORDER,cancel_order,0,7
BM,I need help to get the invoices from nine months ago,INVOICE,get_invoice,15,5
B,I am trying to delete an account,ACCOUNT,delete_account,11,0
BI,how to report a payment issue?,PAYMENT,payment_issue,18,8
BI,where can I find information about a user account deletion?,ACCOUNT,delete_account,11,0
BLQ,i dont know how i can create a new online account,ACCOUNT,create_account,10,0
BIM,is it possible to get refunds?,REFUND,get_refund,16,9
BIP,could you help me check the status of my order?,ORDER,track_order,25,7
B,report a registration issue,ACCOUNT,registration_problems,21,0
BIM,can you help me to solve payment issues?,PAYMENT,payment_issue,18,8
B,assistance deleting the account,ACCOUNT,delete_account,11,0
B,assistance with cancelling the order I made,ORDER,cancel_order,0,7
B,the delivery options,DELIVERY,delivery_options,12,3
BIP,could you help me recover my password?,ACCOUNT,recover_password,20,0
B,assistance checking how long the delivery takes,DELIVERY,delivery_period,13,3
BIMP,how could I check what delivery options are available?,DELIVERY,delivery_options,12,3
BM,help me to report registration issues,ACCOUNT,registration_problems,21,0
B,help me to file a complaint against your business,FEEDBACK,complaint,7,4
BM,I need help finding the invoices from February,INVOICE,check_invoice,4,5
BP,I don't know how I could get a refund of money,REFUND,get_refund,16,9
BIP,could you help me switch user?,ACCOUNT,switch_account,24,0
BL,I want to create another online account for my wife,ACCOUNT,create_account,10,0
BI,can you help me cancel my last order?,ORDER,cancel_order,0,7
BLM,informing of troubles with online signup,ACCOUNT,registration_problems,21,0
B,I have got to report a registration issue,ACCOUNT,registration_problems,21,0
BLQZ,need help listing the allowed payment metods,PAYMENT,check_payment_methods,5,8
BKLZ,subscribe to newsleter,NEWSLETTER,newsletter_subscription,17,6
B,I try to buy something,ORDER,place_order,19,7
B,I want assistance checking what payment methods you accept,PAYMENT,check_payment_methods,5,8
BILQZ,where do i check what hours customer support avialable is,CONTACT,contact_customer_service,8,2
BLQ,want assistance restoring my user account PIN code,ACCOUNT,recover_password,20,0
BIM,how can I get refunds of money?,REFUND,get_refund,16,9
BI,can you help me setting a new shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address,23,10
B,assistance to report a payment issue,PAYMENT,payment_issue,18,8
BM,I want help solving issues with payment,PAYMENT,payment_issue,18,8
BIP,would it be possible to track my order?,ORDER,track_order,25,7
BIM,how do I get the invoices?,INVOICE,get_invoice,15,5
BLM,I can't find the early exit penalties,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,I don't know how I can check the invoices,INVOICE,check_invoice,4,5
BP,I would like to find the invoice,INVOICE,check_invoice,4,5
BM,I don't know what I need to do to get refunds of money,REFUND,get_refund,16,9
BM,assistance finding the invoices,INVOICE,check_invoice,4,5
BI,can you help me get the invoice from my last purchase?,INVOICE,get_invoice,15,5
BEM,I am looking for information about forgotten passwords,ACCOUNT,recover_password,20,0
B,I need to check your allowed payment methods,PAYMENT,check_payment_methods,5,8
BLQ,i try to file a complaint against ur organization,FEEDBACK,complaint,7,4
BI,where can I get the invoice from May?,INVOICE,get_invoice,15,5
BLMZ,I have to modify some of the details on my accounnt,ACCOUNT,edit_account,14,0
BL,I need help regarding our sign-up,ACCOUNT,registration_problems,21,0
B,help me edit my personal information,ACCOUNT,edit_account,14,0
BIL,how do I modify my delivery address?,SHIPPING_ADDRESS,change_shipping_address,2,10
BKL,update information on user profile,ACCOUNT,edit_account,14,0
B,I need to check in what cases can I ask to be refunded,REFUND,check_refund_policy,6,9
B,I have to check the options for delivery,DELIVERY,delivery_options,12,3
B,assistance to track my order,ORDER,track_order,25,7
B,I want assistance setting up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address,23,10
BE,I do not know what I need to do to buy an item,ORDER,place_order,19,7
BL,I want assistance to check the early termination fee,CANCELLATION_FEE,check_cancellation_fee,3,1
BM,I have registration issues,ACCOUNT,registration_problems,21,0
BLQ,i need assistance to talk with a human agent,CONTACT,contact_human_agent,9,2
BI,how can I file a complaint?,FEEDBACK,complaint,7,4
BELMQ,i do not know how i can see the early termination charges,CANCELLATION_FEE,check_cancellation_fee,3,1
B,I try to check in what cases can I ask to be refunded,REFUND,check_refund_policy,6,9
B,I am trying to cancel the order I have made,ORDER,cancel_order,0,7
B,help with my registration,ACCOUNT,registration_problems,21,0
B,help with changing my order,ORDER,change_order,1,7
BI,can you tell me about changing the shipping address?,SHIPPING_ADDRESS,change_shipping_address,2,10
BKL,make customer reclamation,FEEDBACK,complaint,7,4
B,I need assistance checking the status of the refund,REFUND,track_refund,26,9
BI,can you help me check in what cases can I ask for a refund?,REFUND,check_refund_policy,6,9
B,I need assistance leaving a review for a service,FEEDBACK,review,22,4
BI,can you help me edit my account?,ACCOUNT,edit_account,14,0
BIMP,could you help me to check what delivery options I have?,DELIVERY,delivery_options,12,3
BM,I need help getting the invoices from my last purchase,INVOICE,get_invoice,15,5
BIP,could I subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription,17,6
BMP,I would like to report an issue with payments,PAYMENT,payment_issue,18,8
